"model","target","horizon","forecast_date","q0.025","q0.25","q0.5","q0.75","q0.975","value","qscore_q0.025","qscore_q0.25","qscore_q0.5","qscore_q0.75","qscore_q0.975","mean_qscore","ae","interval_coverage_0.5","interval_coverage_0.95","scores_imputed"
"AryaStark","DAX","1 day",2021-12-01,-2.68114726629949,-0.659806578184991,0.0939544528705375,0.842876201983484,2.73967582371944,-1.36364078250288,0.0658753241898303,1.05575130647684,1.45759523537342,1.10325849224318,0.205165830311116,0.777529237718878,1.45759523537342,FALSE,TRUE,FALSE
"GinaLinetti","DAX","1 day",2021-12-01,-2.787818,-0.9669332,-0.01151302,0.9439072,2.764792,-1.36364078250288,0.0712088608748558,0.595061373754326,1.35212776250288,1.15377399125144,0.206421639125144,0.675718725501731,1.35212776250288,FALSE,TRUE,FALSE
"ChandlerBing","DAX","1 day",2021-12-01,-3.51219754577615,-1.15819442074017,0.0769536182841992,1.31210165730857,3.66610478234455,-1.36364078250288,0.107427838163663,0.308169542644067,1.44059440078708,1.33787121990573,0.251487278242372,0.689110055948583,1.44059440078708,FALSE,TRUE,FALSE
"Joey","DAX","1 day",2021-12-01,-1.9319634,-0.607370800000001,0.08826182287331,0.688721421963129,2.968992,-1.36364078250288,0.0284161308748558,1.13440497375432,1.45190260537619,1.02618110223301,0.216631639125144,0.771507290272705,1.45190260537619,FALSE,TRUE,FALSE
"DougJudy","DAX","1 day",2021-12-01,-3.19338916892767,-0.61130251854302,0.0980776888827829,0.800769113337221,2.95655288684088,-1.36364078250288,0.0914874193212395,1.1285073959398,1.46171847138567,1.08220494792005,0.216009683467189,0.795985583606789,1.46171847138567,FALSE,TRUE,FALSE
"Bronn","DAX","1 day",2021-12-01,-3.81092013877908,-0.869182187897333,0.0961133660928999,0.9743895141116,3.49788438415286,-1.36364078250288,0.12236396781381,0.741687891908327,1.45975414859578,1.16901514830724,0.243076258332787,0.74717948299159,1.45975414859578,FALSE,TRUE,FALSE
"HanSolo","DAX","1 day",2021-12-01,-0.818017123269824,-0.391301906862148,-0.00892988253109526,0.476037224048518,1.45158228364512,-1.36364078250288,1.06396613550447,1.4585083134611,1.35471089997179,0.919839003275701,0.1407611533074,0.987557101104092,1.35471089997179,FALSE,FALSE,FALSE
"DAX_benchmark","DAX","1 day",2021-12-01,-2.71099410396365,-0.483787003227087,0.0733950537846084,0.656902293272221,2.33886121550138,-1.36364078250288,0.0673676660730383,1.3197806689137,1.43703583628749,1.01027153788755,0.185125099900213,0.803916161812398,1.43703583628749,FALSE,TRUE,FALSE
"Joffrey_Baratheon","DAX","1 day",2021-12-01,-3.08379227381938,-0.875094598078926,0.346066745523641,1.20740835646145,2.83126504932045,-1.36364078250288,0.086007574565825,0.732819276635937,1.70970752802653,1.28552456948217,0.209745291591167,0.804760848060324,1.70970752802653,FALSE,TRUE,FALSE
"GeneralGrievous","DAX","1 day",2021-12-01,-0.442080279209212,-0.0377919230272847,0.17433862388134,0.386469170789965,0.790757526971892,-1.36364078250288,1.79704298142266,1.9887732892134,1.53797940638422,0.875054976646424,0.107719915473739,1.26131411382809,1.53797940638422,FALSE,FALSE,FALSE
"CaptainRaymondHolt","DAX","1 day",2021-12-01,-3.08948416031468,-0.464261728841642,0.0759288470970176,0.661280606189907,2.50976839819233,-1.36364078250288,0.08629216889059,1.34906858049186,1.4395696295999,1.0124606943464,0.193670459034761,0.816212306472702,1.4395696295999,FALSE,TRUE,FALSE
"HotPie","DAX","1 day",2021-12-01,-2.31772037523977,-1.17472255834531,-0.22870521207821,1.07564607558715,2.38184607983432,-1.36364078250288,0.0477039796368443,0.283377336236361,1.13493557042467,1.21964342904502,0.18727434311686,0.574586931691951,1.13493557042467,FALSE,TRUE,FALSE
"DexterJettster","DAX","1 day",2021-12-01,-1.73775489167314,-0.212874927110303,0.251969500267539,0.722738181354594,1.58888638939968,-1.36364078250288,0.0187057054585128,1.72614878308887,1.61561028277042,1.04318948192874,0.147626358595128,0.910256122368335,1.61561028277042,FALSE,TRUE,FALSE
"KyloRen","DAX","1 day",2021-12-01,-2.81430528319159,-0.510496824037707,0.0871587272651441,0.695370495656476,2.43581227403675,-1.36364078250288,0.0725332250344353,1.27971593769777,1.45079950976803,1.02950563907968,0.189972652826982,0.804505392881378,1.45079950976803,FALSE,TRUE,FALSE
"Yoda","DAX","1 day",2021-12-01,-2.56132483482361,-0.46931865811348,0.0714019685983658,0.428454637527466,2.11509156227112,-1.36364078250288,0.0598842026160362,1.34148318658411,1.43504275110125,0.896047710015175,0.1739366172387,0.781278893511054,1.43504275110125,FALSE,TRUE,FALSE
"ObiWanKenobi","DAX","1 day",2021-12-01,-3.32932332791085,-0.591338208285621,0.183495494441164,1.03190862454286,3.15845476374053,-1.36364078250288,0.0982841272703983,1.15845386132589,1.54713627694405,1.19777470352287,0.226104777312171,0.845550749275077,1.54713627694405,FALSE,TRUE,FALSE
"PhoebeBuffay","DAX","1 day",2021-12-01,-3.01118375933303,-0.693773045842687,0.225536032697532,1.19619819142267,3.05099248413042,-1.36364078250288,0.0823771488415073,1.0048016049903,1.58917681520042,1.27991948696278,0.220731663331665,0.835401343865332,1.58917681520042,FALSE,TRUE,FALSE
"Shaggydog","DAX","1 day",2021-12-01,-2.72054628757641,-0.670631563732847,0.103115846135721,0.749113976644474,2.59982358539084,-1.36364078250288,0.0678452752536765,1.03951382815506,1.46675662863861,1.05637737957368,0.198173218394687,0.765733266003141,1.46675662863861,FALSE,TRUE,FALSE
"mean_ensemble","DAX","1 day",2021-12-01,-2.60677992610309,-0.706477378792116,0.0104793327267117,0.707970673476353,2.37908591369892,-1.36364078250288,0.0621569571800103,0.985745105566152,1.3741201152296,1.03580572798962,0.18713633481009,0.728992848155093,1.3741201152296,FALSE,TRUE,FALSE
"median_ensemble","DAX","1 day",2021-12-01,-2.75418214378821,-0.609336659271511,0.087710275069227,0.735926078999534,2.55479599179159,-1.36364078250288,0.0695270680642663,1.13145618484706,1.45135105757211,1.04978343075121,0.195921838714724,0.779607915989874,1.45135105757211,FALSE,TRUE,FALSE
"SamwellTarly","DAX","1 day",2021-12-01,-1.11855904148221,-0.387991825660287,-0.0046624008175941,0.378667024025099,1.10923423984702,-1.36364078250288,0.477909394990314,1.4634734352639,1.35897838168529,0.871153903263991,0.123643751117495,0.859031773264197,1.35897838168529,FALSE,FALSE,FALSE
"UglyNakedGuy","DAX","1 day",2021-12-01,-4.46307726047207,-2.29337309931148,-1.58237061873467,-1.0695464966998,0.625340544638863,-1.36364078250288,0.154971823898459,0.464866158404298,0.218729836231786,0.147047142901542,0.0994490663570874,0.217012805558635,0.218729836231786,TRUE,TRUE,FALSE
"ChandlerBing","DAX","2 day",2021-12-01,-4.14830652570646,-1.31140914708249,0.177114040017028,1.66563722711654,4.50253460574051,-1.97567308809585,0.10863167188053,0.996395911520049,2.15278712811288,1.8206551576062,0.323910384691819,1.0804760507623,2.15278712811288,FALSE,TRUE,FALSE
"Bronn","DAX","2 day",2021-12-01,-5.77322678938842,-1.32009937604151,0.229538310387992,1.53364938997798,4.95162670566241,-1.97567308809585,0.189877685064628,0.98336056808151,2.20521139848384,1.75466123903692,0.346364989687914,1.09589517607096,2.20521139848384,FALSE,TRUE,FALSE
"CaptainRaymondHolt","DAX","2 day",2021-12-01,-4.05773753007549,-0.735978219715827,0.162164603826653,0.921903641188981,3.33955105784791,-1.97567308809585,0.104103222098982,1.85954230257004,2.13783769192251,1.44878836464242,0.265761207297188,1.16320655770623,2.13783769192251,FALSE,TRUE,FALSE
"DAX_benchmark","DAX","2 day",2021-12-01,-3.93656249759128,-0.748017337438078,0.142980430012329,0.905783297834439,3.10108794007109,-1.97567308809585,0.0980444704747714,1.84148362598666,2.11865351810818,1.44072819296515,0.253838051408347,1.15054957178862,2.11865351810818,FALSE,TRUE,FALSE
"DexterJettster","DAX","2 day",2021-12-01,-2.21393716938441,-0.390572898486993,0.325349206323155,1.0526883274246,2.14369082823547,-1.97567308809585,0.0119132040644279,2.37765028441329,2.30102229441901,1.51418070776023,0.205968195816566,1.2821469372947,2.30102229441901,FALSE,TRUE,FALSE
"AryaStark","DAX","2 day",2021-12-01,-3.15192336818299,-0.790367983594852,0.136114165534807,1.01979888434218,3.13552946864442,-1.97567308809585,0.0588125140043569,1.7779576567515,2.11178725363066,1.49773598621902,0.255560127837014,1.14037070768851,2.11178725363066,FALSE,TRUE,FALSE
"GinaLinetti","DAX","2 day",2021-12-01,-4.34803,-1.79045,-0.44849,0.893473,3.451047,-1.97567308809585,0.118617845595207,0.277834632143779,1.52718308809585,1.43457304404793,0.271336004404793,0.725908922857512,1.52718308809585,FALSE,TRUE,FALSE
"ObiWanKenobi","DAX","2 day",2021-12-01,-4.25000122009234,-1.01590282255228,0.223368332592689,1.1580490791089,3.95473517946287,-1.97567308809585,0.113716406599824,1.43965539831536,2.19904142068854,1.56686108360238,0.296520413377936,1.12315894451681,2.19904142068854,FALSE,TRUE,FALSE
"Joey","DAX","2 day",2021-12-01,-3.53192367822173,-0.59225837195644,-0.09744239163771,0.680588532411522,2.321384354,-1.97567308809585,0.0778125295062941,2.07512207420912,1.87823069645814,1.32813081025369,0.214852872104793,1.11482979650641,1.87823069645814,FALSE,TRUE,FALSE
"DougJudy","DAX","2 day",2021-12-01,-3.57291260403059,-0.183607624703995,0.745282924169636,1.58026366463788,4.21596651341352,-1.97567308809585,0.0798619757967369,2.68809819508779,2.72095601226549,1.77796837636686,0.309581980075469,1.51529330791847,2.72095601226549,FALSE,TRUE,FALSE
"mean_ensemble","DAX","2 day",2021-12-01,-3.50803090252807,-0.846874556572695,0.177283235123883,1.13498371257478,3.12490047234693,-1.97567308809585,0.0766178907216108,1.69319779728474,2.15295632321974,1.55532840033532,0.255028678022139,1.14662581791671,2.15295632321974,FALSE,TRUE,FALSE
"HanSolo","DAX","2 day",2021-12-01,-1.04807312037524,-0.542025364671385,-0.0057659408458583,0.687824946788556,2.04747120955981,-1.97567308809585,1.80881993705519,2.1504715851367,1.96990714724999,1.3317490174422,0.201157214882783,1.49242098035338,1.96990714724999,FALSE,FALSE,FALSE
"PhoebeBuffay","DAX","2 day",2021-12-01,-5.93729982361604,-1.09031234613737,0.318847181608085,1.68975759154324,3.4867088654319,-1.97567308809585,0.198081336776009,1.32804111293772,2.29452026970394,1.83271533981955,0.273119097676388,1.18529543138272,2.29452026970394,FALSE,TRUE,FALSE
"Joffrey_Baratheon","DAX","2 day",2021-12-01,-4.62218701172725,-1.35652130552463,0.384403414282669,1.71907766645666,4.0892791759807,-1.97567308809585,0.13232569618157,0.928727673856838,2.36007650237852,1.84737537727626,0.303247613203828,1.1143505725794,2.36007650237852,FALSE,TRUE,FALSE
