"model","target","horizon","forecast_date","q0.025","q0.25","q0.5","q0.75","q0.975","value","qscore_q0.025","qscore_q0.25","qscore_q0.5","qscore_q0.75","qscore_q0.975","mean_qscore","ae","interval_coverage_0.5","interval_coverage_0.95","scores_imputed"
"AryaStark","DAX","1 day",2022-01-26,-3.58455654107691,-0.859847132523605,0.0956471938094342,0.994704094241004,3.41392974959803,0.418801262013169,0.200167890154504,0.639324197268387,0.323154068203734,0.287951416113918,0.149756424379243,0.320070799223957,0.323154068203734,TRUE,TRUE,FALSE
"HotPie","DAX","1 day",2022-01-26,-1.88118731061865,-0.837683945123269,-0.0919979806656556,0.879172106690219,1.90120972205709,0.418801262013169,0.114999428631591,0.628242603568219,0.510799242678824,0.230185422338525,0.0741204230021961,0.311669424043871,0.510799242678824,TRUE,TRUE,FALSE
"DexterJettster","DAX","1 day",2022-01-26,-2.11670973069635,-0.457777100002943,0.0887329100354606,0.521108474037391,1.43081087054397,0.418801262013169,0.126775549635476,0.438289181008056,0.330068351977708,0.0511536060121112,0.0506004804265401,0.199377433811978,0.330068351977708,TRUE,TRUE,FALSE
"KyloRen","DAX","1 day",2022-01-26,-2.83371929799698,-0.507983239815109,0.0933076528150642,0.707745901587609,2.45953301992303,0.418801262013169,0.162626028000507,0.463392250914139,0.325493609198104,0.14447231978722,0.102036587895493,0.239604159159093,0.325493609198104,TRUE,TRUE,FALSE
"GinaLinetti","DAX","1 day",2022-01-26,-3.207002,-1.66159,-0.0321889,1.597212,3.142625,0.418801262013169,0.181290163100658,1.04019563100658,0.450990162013169,0.589205368993416,0.136191186899342,0.479574502402634,0.450990162013169,TRUE,TRUE,FALSE
"ChandlerBing","DAX","1 day",2022-01-26,-3.07948250000026,-0.695478166354654,0.555411539954874,1.8063012462644,4.19030557991,0.418801262013169,0.174914188100671,0.557139714183911,0.136610277941705,0.693749992125617,0.188575215894842,0.350197877649349,0.136610277941705,TRUE,TRUE,FALSE
"Joey","DAX","1 day",2022-01-26,-4.168608,-2.8718417,-1.2106928,0.57437027,2.0644004,0.418801262013169,0.229370463100658,1.64532148100658,1.62949406201317,0.0777845039934156,0.0822799568993416,0.732850093402634,1.62949406201317,TRUE,TRUE,FALSE
"DougJudy","DAX","1 day",2022-01-26,-4.23025834391929,-0.883690918636826,0.127650346555742,1.11574484678745,4.18354686550581,0.418801262013169,0.232452980296623,0.651246090324997,0.291150915457427,0.34847179238714,0.188237280174632,0.342311811728164,0.291150915457427,TRUE,TRUE,FALSE
"mean_ensemble","DAX","1 day",2022-01-26,-2.88443322571584,-0.874134723342907,-0.0119738305802495,0.855043256292742,2.6573911785077,0.418801262013169,0.16516172438645,0.646467992678038,0.430775092593418,0.218120997139787,0.111929495824727,0.314491060524484,0.430775092593418,TRUE,TRUE,FALSE
"HanSolo","DAX","1 day",2022-01-26,-2.54468653698239,-0.49622694572862,0.0787718255305237,0.590026768843999,2.17536760002753,0.418801262013169,0.148174389949778,0.457514103870894,0.340029436482645,0.0856127534154153,0.0878283169007183,0.22383180012389,0.340029436482645,TRUE,TRUE,FALSE
"DAX_benchmark","DAX","1 day",2022-01-26,-2.7781019292039,-0.485396555504147,0.0814519562604588,0.672571831317192,2.43822167008952,0.418801262013169,0.159845159560853,0.452098908758658,0.33734930575271,0.126885284652012,0.100971020403818,0.23542993582561,0.33734930575271,TRUE,TRUE,FALSE
"Joffrey_Baratheon","DAX","1 day",2022-01-26,-2.90713375502076,-0.847210350713484,0.0442742801342852,0.8483850847347,2.76186995257906,0.418801262013169,0.166296750851697,0.633005806363327,0.374526981878884,0.214791911360765,0.117153434528295,0.301154976996593,0.374526981878884,TRUE,TRUE,FALSE
"GeneralGrievous","DAX","1 day",2022-01-26,-0.36,-0.01,0.09,0.36,0.71,0.418801262013169,0.0389400631006584,0.214400631006584,0.328801262013169,0.0882018930197531,0.0145599368993416,0.136980757207901,0.328801262013169,FALSE,TRUE,FALSE
