"model","target","horizon","forecast_date","q0.025","q0.25","q0.5","q0.75","q0.975","value","qscore_q0.025","qscore_q0.25","qscore_q0.5","qscore_q0.75","qscore_q0.975","mean_qscore","ae","interval_coverage_0.5","interval_coverage_0.95","scores_imputed"
"Joffrey_Baratheon","DAX","1 day",2021-11-10,-2.21825351489321,-0.520119298446337,-0.0932209933360344,0.691078649497354,1.82439611763088,0.0950533635791118,0.115665343923616,0.307586331012725,0.188274356915146,0.298012642959121,0.0864671377025885,0.199201162502639,0.188274356915146,TRUE,TRUE,FALSE
"GeneralGrievous","DAX","1 day",2021-11-10,-0.172074612817531,-0.0598524885661325,-0.000969416054431349,0.0579136564572698,0.170135780708669,0.0950533635791118,0.0133563988198322,0.0774529260726221,0.0960227796335431,0.0557095606827629,0.00375412085647785,0.0492591572130476,0.0960227796335431,FALSE,TRUE,FALSE
"CaptainRaymondHolt","DAX","1 day",2021-11-10,-2.50264090239192,-0.409901271872393,0.0696381082290642,0.656342419939726,2.08950491198166,0.0950533635791118,0.129884713298551,0.252477317725752,0.0254152553500476,0.280644528180307,0.0997225774201276,0.157628878394957,0.0254152553500476,TRUE,TRUE,FALSE
"HotPie","DAX","1 day",2021-11-10,-1.3920568017476,-0.338358643173537,0.131389345615389,0.557973540815452,1.42267851237195,0.0950533635791118,0.0743555082663356,0.216706003376324,0.0363359820362772,0.23146008861817,0.066381257439642,0.12504776794735,0.0363359820362772,TRUE,TRUE,FALSE
"DexterJettster","DAX","1 day",2021-11-10,-1.81771946224871,-0.311544792577312,0.132224049112306,0.487441245591924,1.65836811742549,0.0950533635791118,0.0956386412913911,0.203299078078212,0.0371706855331942,0.196193941006406,0.078165737692319,0.122093616720304,0.0371706855331942,TRUE,TRUE,FALSE
"AryaStark","DAX","1 day",2021-11-10,-1.30092111237259,-0.347593334653144,0.0642977209562903,0.476188776565725,1.42951655428517,0.0950533635791118,0.0697987237975851,0.221323349116128,0.0307556426228215,0.190567706493307,0.066723159535303,0.115833716313029,0.0307556426228215,TRUE,TRUE,FALSE
"GinaLinetti","DAX","1 day",2021-11-10,-3.015,-0.465,0.08,0.677,2.558,0.0950533635791118,0.155502668178956,0.280026681789556,0.0150533635791118,0.290973318210444,0.123147331821045,0.172940672715822,0.0150533635791118,TRUE,TRUE,FALSE
"ChandlerBing","DAX","1 day",2021-11-10,-1.29944031056183,-0.407929850071245,0.0598466729645244,0.527623196000294,1.41913365649088,0.0950533635791118,0.0697246837070473,0.251491606825178,0.0352066906145874,0.216284916210591,0.0662040146455886,0.127782382400598,0.0352066906145874,TRUE,TRUE,FALSE
"JabbaTheHutt","DAX","1 day",2021-11-10,-2.11101,-0.32578,0.08241,0.67449,1.42041,0.0950533635791118,0.110303168178956,0.210416681789556,0.0126433635791118,0.289718318210444,0.0662678318210445,0.137869872715822,0.0126433635791118,TRUE,TRUE,FALSE
"DougJudy","DAX","1 day",2021-11-10,0.254862321443491,0.254880760393419,0.254888027261857,0.254895294130295,0.254913733080223,0.0950533635791118,0.311627467835539,0.239741095221461,0.159834663682745,0.0799209652755916,0.00799301847505558,0.159823442098078,0.159834663682745,FALSE,FALSE,FALSE
"Bronn","DAX","1 day",2021-11-10,-4.25575430101688,-0.906954199484389,0.15348089688274,1.11589058614356,3.82708498472837,0.0950533635791118,0.2175403832298,0.50100378153175,0.0584275333036287,0.510418611282226,0.186601581057463,0.294798378080974,0.0584275333036287,TRUE,TRUE,FALSE
"HanSolo","DAX","1 day",2021-11-10,-2.9624757734843,-0.415849771945886,0.0731547171392749,0.681151714286354,2.57950329199685,0.0950533635791118,0.152876456853171,0.255451567762499,0.0218986464398369,0.293049175353621,0.124222496420887,0.169499668566003,0.0218986464398369,TRUE,TRUE,FALSE
"DAX_benchmark","DAX","1 day",2021-11-10,-2.65844263691718,-0.478408853013734,0.0733950537846084,0.65948147757644,2.22946787319034,0.0950533635791118,0.137674800024815,0.286731108296423,0.0216583097945034,0.282214056998664,0.106720725480562,0.166999800118993,0.0216583097945034,TRUE,TRUE,FALSE
"Joey","DAX","1 day",2021-11-10,-2.613739,-0.40976837,-0.027098335,0.29166764,1.2236526,0.0950533635791118,0.135439618178956,0.252410866789556,0.122151698579112,0.0983071382104441,0.0564299618210445,0.132947856715822,0.122151698579112,TRUE,TRUE,FALSE
"KyloRen","DAX","1 day",2021-11-10,-2.47164528990509,-0.436717572045816,0.0853270322061736,0.639912176199903,2.19602666470465,0.0950533635791118,0.12833493267421,0.265885467812464,0.00972633137293816,0.272429406310396,0.105048665056277,0.156284960645257,0.00972633137293816,TRUE,TRUE,FALSE
"median_ensemble","DAX","1 day",2021-11-10,-1.96436473112436,-0.408849110035622,0.0765773585696374,0.542798368407873,1.44063566550546,0.0950533635791118,0.102970904735174,0.251951236807367,0.0184760050094744,0.223872502414381,0.0672791150963175,0.132909952812543,0.0184760050094744,TRUE,TRUE,FALSE
"ObiWanKenobi","DAX","1 day",2021-11-10,-1.2602468704752,-0.242473092728366,0.095753953125272,0.43398099897891,1.45175477672575,0.0950533635791118,0.0677650117027156,0.168763228153739,0.000700589546160243,0.169463817699899,0.067835070657332,0.0949055435519692,0.000700589546160243,TRUE,TRUE,FALSE
"SamwellTarly","DAX","1 day",2021-11-10,-3.76192274366656,-0.469900714205051,0.0706840124460761,0.737469169358018,2.93839312181938,0.0950533635791118,0.192848805362283,0.282477038892082,0.0243693511330357,0.321207902889453,0.142166987912014,0.192614017237774,0.0243693511330357,TRUE,TRUE,FALSE
"Yoda","DAX","1 day",2021-11-10,-0.854448190467083,-0.1504611088716,0.1477076312886,0.367511879080956,1.03124797913893,0.0950533635791118,0.0474750777023097,0.122757236225356,0.052654267709488,0.136229257750922,0.0468097307779907,0.0811851140332133,0.052654267709488,TRUE,TRUE,FALSE
"mean_ensemble","DAX","1 day",2021-11-10,-1.97839850611856,-0.36983952534121,0.0701211299469397,0.53581584754644,1.74398192448053,0.0950533635791118,0.103672593484884,0.232446444460161,0.0249322336321721,0.220381241983664,0.082446428045071,0.13277578832119,0.0249322336321721,TRUE,TRUE,FALSE
"PhoebeBuffay","DAX","1 day",2021-11-10,-1.67561588706901,-0.330626597636327,0.10320205674173,0.445531608223035,1.40763577710461,0.0950533635791118,0.0885334625324061,0.212839980607719,0.00814869316261824,0.175239122321962,0.065629120676275,0.110078075860196,0.00814869316261824,TRUE,TRUE,FALSE
"UglyNakedGuy","DAX","1 day",2021-11-10,-1.4011190379601,-0.468541758557843,-0.150333244578994,0.167875269399855,1.10045254880211,0.0950533635791118,0.0748086200769606,0.281797561068477,0.245386608158106,0.0364109529103716,0.05026995926115,0.137734740295013,0.245386608158106,TRUE,TRUE,FALSE
"Shaggydog","DAX","1 day",2021-11-10,-2.73674863273706,-0.634298402382248,0.0700403639389559,0.77437913026016,2.87682936061497,0.0950533635791118,0.141590099815809,0.36467588298068,0.0250129996401559,0.339662883340524,0.139088799851793,0.202006133125792,0.0250129996401559,TRUE,TRUE,FALSE
"CaptainRaymondHolt","DAX","2 day",2021-11-10,-3.36183177792302,-0.493684203271449,0.115490898950909,0.879521972330188,2.87664826441388,0.163175934900295,0.176250385641166,0.328430069085872,0.0476850359493853,0.358173018714947,0.135673616475679,0.20924242517341,0.0476850359493853,TRUE,TRUE,FALSE
"AryaStark","DAX","2 day",2021-11-10,-1.25450796104927,-0.271081852376645,0.159423768659184,0.589929389695014,1.57335549836764,0.163175934900295,0.0708841947974782,0.21712889363847,0.0037521662411108,0.21337672739736,0.0705089781733673,0.115130192049557,0.0037521662411108,TRUE,TRUE,FALSE
"Bronn","DAX","2 day",2021-11-10,-5.167025305819,-1.06627224033853,0.235626774246578,1.41928175809098,4.56103224630049,0.163175934900295,0.266510062035965,0.614724087619412,0.072450839346283,0.628052911595345,0.21989281557001,0.360326143233403,0.072450839346283,TRUE,TRUE,FALSE
"Joffrey_Baratheon","DAX","2 day",2021-11-10,-3.16121638689509,-0.879761130963704,0.23399071582478,1.24866861079452,2.85523684758925,0.163175934900295,0.166219616089769,0.521468532931999,0.0708147809244849,0.542746337947113,0.134603045634448,0.287170462705563,0.0708147809244849,TRUE,TRUE,FALSE
"Joey","DAX","2 day",2021-11-10,-4.213426,-0.6793169,0.08080619,0.14404103,1.5575294,0.163175934900295,0.218830096745015,0.421246417450147,0.0823697449002948,0.0287023573504422,0.0697176732549853,0.164173257940177,0.0823697449002948,FALSE,TRUE,FALSE
"GeneralGrievous","DAX","2 day",2021-11-10,0.00311774776778173,0.114547513435361,0.173014834523201,0.231482155611041,0.34291192127862,0.163175934900295,0.00800290935662565,0.0243142107324667,0.00983889962290618,0.0341531103553729,0.00898679931891628,0.0170591858772575,0.00983889962290618,TRUE,TRUE,FALSE
"ChandlerBing","DAX","2 day",2021-11-10,-1.4127892463679,-0.384947010199516,0.154362946073546,0.693672902346608,1.72151513851499,0.163175934900295,0.0787982590634098,0.274061472549905,0.00881298882674911,0.265248483723156,0.0779169601807349,0.140967632868791,0.00881298882674911,TRUE,TRUE,FALSE
"JabbaTheHutt","DAX","2 day",2021-11-10,-1.84013,-0.43723,0.11508,0.69312,2.19215,0.163175934900295,0.100165296745015,0.300202967450147,0.0480959349002948,0.264972032549853,0.101448703254985,0.162976986980059,0.0480959349002948,TRUE,TRUE,FALSE
"DexterJettster","DAX","2 day",2021-11-10,-1.9565053511336,-0.3922169623511,0.123443620893227,0.718416971480762,2.23012289348735,0.163175934900295,0.105984064301695,0.277696448625697,0.0397323140070678,0.277620518290234,0.103347347929353,0.160876138630809,0.0397323140070678,TRUE,TRUE,FALSE
"KyloRen","DAX","2 day",2021-11-10,-3.28804556481078,-0.627581738326515,0.14528376500049,0.878802711313433,3.04830612103116,0.163175934900295,0.172561074985554,0.395378836613405,0.0178921698998048,0.357813388206569,0.144256509306543,0.217580395802375,0.0178921698998048,TRUE,TRUE,FALSE
"median_ensemble","DAX","2 day",2021-11-10,-2.75868968121492,-0.554447948109177,0.149823355537018,0.730664711118278,2.10011927090861,0.163175934900295,0.146093280805761,0.358811941504736,0.0133525793632768,0.283744388108992,0.0968471668004158,0.179769871316636,0.0133525793632768,TRUE,TRUE,FALSE
"DAX_benchmark","DAX","2 day",2021-11-10,-3.76658704113496,-0.732473649417953,0.152264060287965,0.905783297834439,3.10108794007109,0.163175934900295,0.196488148801763,0.447824792159124,0.0109118746123298,0.371303681467072,0.14689560025854,0.234684819459766,0.0109118746123298,TRUE,TRUE,FALSE
"PhoebeBuffay","DAX","2 day",2021-11-10,-2.35616297553475,-0.433802882129298,0.136891307876055,0.742912450755793,1.89213291456616,0.163175934900295,0.125966945521752,0.298489408514796,0.0262846270242398,0.289868257927749,0.0864478489832933,0.165411417594366,0.0262846270242398,TRUE,TRUE,FALSE
"DougJudy","DAX","2 day",2021-11-10,-3.22537919207865,-0.745088292820306,0.232404879135978,1.20989805109226,3.69018895035061,0.163175934900295,0.169427756348947,0.4541321138603,0.0692289442356833,0.523361058095983,0.176350650772516,0.278500104662686,0.0692289442356833,TRUE,TRUE,FALSE
"mean_ensemble","DAX","2 day",2021-11-10,-2.7193145003102,-0.538946794723462,0.148834694736427,0.79682840120006,2.47024177839926,0.163175934900295,0.144124521760525,0.351061364811878,0.0143412401638678,0.316826233149883,0.115353292174948,0.18834133041222,0.0143412401638678,TRUE,TRUE,FALSE
"ObiWanKenobi","DAX","2 day",2021-11-10,-1.28763787225995,-0.191650247025591,0.177937503087513,0.547525253200617,1.64351287843498,0.163175934900295,0.0725406903580122,0.177413090962943,0.0147615681872182,0.192174659150161,0.0740168471767343,0.106181371167014,0.0147615681872182,TRUE,TRUE,FALSE
"HotPie","DAX","2 day",2021-11-10,-1.45799911574349,-0.37506762600923,0.186174551010117,0.633611203052043,1.72610910086567,0.163175934900295,0.0810587525321892,0.269121780454762,0.0229986161098222,0.235217634075874,0.0781466582982688,0.137308688294183,0.0229986161098222,TRUE,TRUE,FALSE
"SamwellTarly","DAX","2 day",2021-11-10,-4.71172947475505,-0.632958526934679,0.112261873930919,0.967640370959622,4.11439597547616,0.163175934900295,0.243745270482767,0.398067230917487,0.0509140609693759,0.402232218029663,0.197561002028794,0.258503956485617,0.0509140609693759,TRUE,TRUE,FALSE
"Yoda","DAX","2 day",2021-11-10,-1.79451315738275,-0.341538560885812,0.225386299078622,0.674090590231358,1.9179996521474,0.163175934900295,0.0978844546141522,0.252357247893054,0.0622103641783275,0.255457327665531,0.0877411858623554,0.151130116042684,0.0622103641783275,TRUE,TRUE,FALSE
